scenario,place,placeCode,domain,dimension,indicator,indicatorCode,date,value,BAU_low,BAU_high,boundary,ratio,ratio_low,ratio_high
bau,World,WLD,ecological,nutrient pollution,nitrogenMt,fertN,2025,201.49865258029604,200.7527490155816,202.24455614501048,62,3.2499782674241295,3.237947564767445,3.262008970080814
bau,World,WLD,ecological,nutrient pollution,nitrogenMt,fertN,2026,203.879928484156,202.86902713716142,204.8908298311506,62,3.288385943292839,3.2720810828574423,3.3046908037282354
bau,World,WLD,ecological,nutrient pollution,nitrogenMt,fertN,2027,206.26120438801595,204.95883162997737,207.56357714605454,62,3.3267936191615477,3.3057876069351186,3.3477996313879763
bau,World,WLD,ecological,nutrient pollution,nitrogenMt,fertN,2028,208.6424802918759,207.02389870751082,210.26106187624097,62,3.3652012950302566,3.339095140443723,3.39130744961679
bau,World,WLD,ecological,nutrient pollution,nitrogenMt,fertN,2029,211.02375619573584,209.0655860328256,212.9819263586461,62,3.4036089708989654,3.3720255811746065,3.435192360623324
bau,World,WLD,ecological,nutrient pollution,nitrogenMt,fertN,2030,213.4050320995958,211.08498641328111,215.72507778591046,62,3.442016646767674,3.404596555052921,3.4794367384824265
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2000,13.549286446478872,NA,NA,6.2,2.1853687816901406,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2001,14.09326414225352,NA,NA,6.2,2.2731071197183095,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2002,14.637241838028167,NA,NA,6.2,2.3608454577464784,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2003,15.181219533802816,NA,NA,6.2,2.4485837957746477,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2004,15.725197229577464,NA,NA,6.2,2.5363221338028166,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2005,16.26917492535211,NA,NA,6.2,2.6240604718309855,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2006,16.690833231549295,NA,NA,6.2,2.6920698760563377,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2007,17.11249153774648,NA,NA,6.2,2.76007928028169,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2008,17.53414984394366,NA,NA,6.2,2.828088684507042,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2009,17.955808150140843,NA,NA,6.2,2.896098088732394,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2010,18.377466456338027,NA,NA,6.2,2.964107492957746,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2011,18.772538909295772,NA,NA,6.2,3.0278288563380276,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2012,19.16761136225352,NA,NA,6.2,3.0915502197183096,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2013,19.562683815211265,NA,NA,6.2,3.155271583098591,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2014,19.957756268169014,NA,NA,6.2,3.218992946478873,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2015,20.35282872112676,NA,NA,6.2,3.2827143098591547,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2016,20.875580629577463,NA,NA,6.2,3.3670291338028164,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2017,21.398332538028168,NA,NA,6.2,3.4513439577464786,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2018,21.921084446478872,NA,NA,6.2,3.5356587816901404,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2019,22.443836354929577,NA,NA,6.2,3.6199736056338025,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2020,22.96658826338028,NA,NA,6.2,3.7042884295774647,NA,NA
historical,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2021,23.069493470704224,NA,NA,6.2,3.7208860436619715,NA,NA
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2022,23.195547256409697,23.089432357589462,23.30166215522993,6.2,3.7412172994209185,3.7241019931595907,3.758332605682247
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2023,23.316336620234996,23.089230837389234,23.543442403080757,6.2,3.760699454876612,3.7240694899014892,3.7973294198517347
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2024,23.432117846641905,23.06228025248602,23.80195544079779,6.2,3.779373846232565,3.7197226213687125,3.8390250710964176
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2025,23.543098581731105,23.013145866047093,24.073051297415116,6.2,3.7972739647953393,3.711797720330176,3.8827502092605024
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2026,23.649477862234253,22.945140921063057,24.35381480340545,6.2,3.814431913263589,3.700829180816622,3.928034645710556
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2027,23.751446472473425,22.860782399084055,24.642110545862796,6.2,3.8308784633021653,3.6872229675942023,3.9745339590101283
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2028,23.84918728652039,22.762069049440193,24.936305523600588,6.2,3.846643110729095,3.6713014595871276,4.021984761871062
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2029,23.94287559616937,22.650640485433154,25.235110706905584,6.2,3.861754128414414,3.6533291105537344,4.070179146275094
bau,World,WLD,ecological,nutrient pollution,phosphorusMt,fertP,2030,24.03267942531146,22.527874095489864,25.537484755133057,6.2,3.8762386169857193,3.6335280799177196,4.118949154053719
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2000,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2001,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2002,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2003,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2004,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2005,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2006,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2007,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2008,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2009,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2010,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2011,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2012,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2013,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2014,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2015,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2016,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2017,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2018,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2019,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2020,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
historical,World,WLD,ecological,air pollution,interhemAOD,airPol,2021,0.08,NA,NA,0.1,0.7142857142857143,NA,NA
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2022,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2023,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2024,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2025,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2026,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2027,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2028,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2029,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
bau,World,WLD,ecological,air pollution,interhemAOD,airPol,2030,0.08,0.08,0.08,0.1,0.7142857142857143,0.7142857142857143,0.7142857142857143
historical,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2000,17.826,NA,NA,10.2,1.7476470588235296,NA,NA
historical,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2001,18.639,NA,NA,10.2,1.8273529411764706,NA,NA
historical,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2002,19.002,NA,NA,10.2,1.8629411764705883,NA,NA
historical,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2003,17.695,NA,NA,10.2,1.7348039215686275,NA,NA
historical,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2004,16.962,NA,NA,10.2,1.6629411764705884,NA,NA
historical,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2005,18.596,NA,NA,10.2,1.8231372549019609,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2006,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2007,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2008,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2009,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2010,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2011,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2012,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2013,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2014,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2015,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2016,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2017,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2018,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2019,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2020,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2021,18.2,NA,NA,10.2,1.7843137254901962,NA,NA
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2022,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2023,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2024,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2025,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2026,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2027,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2028,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2029,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
bau,World,WLD,ecological,freshwater disruption,blueDev,H2Oblu,2030,18.2,17.3956024151357,18.84439758486431,10.2,1.7843137254901962,1.7054512171701666,1.8474899593004228
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2000,15.434,NA,NA,11.1,1.3904504504504505,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2001,16.371,NA,NA,11.1,1.4748648648648648,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2002,15.837,NA,NA,11.1,1.4267567567567567,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2003,16.021,NA,NA,11.1,1.4433333333333334,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2004,16.015,NA,NA,11.1,1.4427927927927928,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2005,17.355,NA,NA,11.1,1.5635135135135136,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2006,16.83,NA,NA,11.1,1.516216216216216,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2007,17.016,NA,NA,11.1,1.5329729729729729,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2008,18.441,NA,NA,11.1,1.6613513513513514,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2009,18.957,NA,NA,11.1,1.707837837837838,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2010,18.677,NA,NA,11.1,1.6826126126126126,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2011,18.211,NA,NA,11.1,1.6406306306306306,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2012,17.812,NA,NA,11.1,1.604684684684685,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2013,19.739,NA,NA,11.1,1.7782882882882884,NA,NA
historical,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2014,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2015,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2016,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2017,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2018,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2019,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2020,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2021,19.253,NA,NA,11.1,1.7345045045045047,NA,NA
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2022,19.253,16.971625375410888,21.534374624589113,11.1,1.7345045045045047,1.528975259046026,1.9400337499629832
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2023,19.253,16.833236798789187,21.672763201210813,11.1,1.7345045045045047,1.5165078197107376,1.9525011892982715
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2024,19.253,16.702345628637843,21.80365437136216,11.1,1.7345045045045047,1.5047158223998058,1.9642931866092037
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2025,19.253,16.577851126691492,21.92814887330851,11.1,1.7345045045045047,1.4935001015037381,1.9755089075052712
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2026,19.253,16.458898128811573,22.047101871188428,11.1,1.7345045045045047,1.4827836152082499,1.9862253938007592
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2027,19.253,16.344806567851176,22.161193432148824,11.1,1.7345045045045047,1.4725050962028088,1.9965039128062005
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2028,19.253,16.235025047981935,22.270974952018065,11.1,1.7345045045045047,1.4626148691875618,2.0063941398214475
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2029,19.253,16.12909913998166,22.376900860018342,11.1,1.7345045045045047,1.4530719945929422,2.015937014416067
bau,World,WLD,ecological,freshwater disruption,soilDev,H2Ogrn,2030,19.253,16.02664906505225,22.47935093494775,11.1,1.7345045045045047,1.4438422581128154,2.0251667508961937
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2000,39.21,NA,NA,47.9,1.5441452723857232,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2001,39.16,NA,NA,47.9,1.5472761427676895,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2002,39.11,NA,NA,47.9,1.5504070131496557,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2003,39.06,NA,NA,47.9,1.5535378835316216,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2004,39.01,NA,NA,47.9,1.556668753913588,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2005,38.96,NA,NA,47.9,1.5597996242955543,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2006,38.91,NA,NA,47.9,1.5629304946775207,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2007,38.87,NA,NA,47.9,1.5654351909830935,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2008,38.82,NA,NA,47.9,1.5685660613650592,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2009,38.77,NA,NA,47.9,1.5716969317470255,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2010,38.72,NA,NA,47.9,1.5748278021289919,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2011,38.68,NA,NA,47.9,1.5773324984345647,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2012,38.64,NA,NA,47.9,1.579837194740138,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2013,38.59,NA,NA,47.9,1.5829680651221036,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2014,38.55,NA,NA,47.9,1.585472761427677,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2015,38.51,NA,NA,47.9,1.5879774577332497,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2016,38.46,NA,NA,47.9,1.591108328115216,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2017,38.41,NA,NA,47.9,1.5942391984971824,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2018,38.37,NA,NA,47.9,1.5967438948027552,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2019,38.32,NA,NA,47.9,1.5998747651847214,NA,NA
historical,World,WLD,ecological,land conversion,forestAreaMKM2,land,2020,38.27,NA,NA,47.9,1.6030056355666873,NA,NA
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2021,38.223015920831415,NA,NA,47.9,1.605947656804545,NA,NA
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2022,38.17603153974406,38.16940104271738,38.182662036770736,47.9,1.6088896969477735,1.609304881482944,1.6084745124126025
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2023,38.12904715865671,38.1209312116687,38.137163105644724,47.9,1.6118317370910011,1.6123399366519289,1.6113235375300734
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2024,38.08206277756936,38.07269666023902,38.09142889489971,47.9,1.6147737772342288,1.6153602592211007,1.614187295247357
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2025,38.03507839648201,38.02461272777397,38.04554406519004,47.9,1.6177158173774575,1.6183711504211666,1.6170604843337482
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2026,37.98809401539466,37.97663596778577,37.99955206300355,47.9,1.6206578575206851,1.6213753307585619,1.6199403842828084
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2027,37.9411096343073,37.92874055552049,37.953478713094114,47.9,1.6235998976639132,1.62437441731243,1.622825378015397
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2028,37.894125253219954,37.880909654735326,37.90734085170458,47.9,1.6265419378071413,1.6273694643246508,1.6257144112896318
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2029,37.847140872132606,37.83313156412979,37.86115018013542,47.9,1.629483977950369,1.630361204500326,1.628606751400412
bau,World,WLD,ecological,land conversion,forestAreaMKM2,land,2030,37.80015649104525,37.78539775910902,37.81491522298148,47.9,1.6324260180935974,1.633350171627488,1.6315018645597066
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2000,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2001,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2002,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2003,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2004,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2005,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2006,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2007,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2008,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2009,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2010,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2011,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2012,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2013,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2014,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2015,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2016,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2017,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2018,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2019,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2020,100,NA,NA,10,10,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2021,100,NA,NA,10,10,NA,NA
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2022,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2023,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2024,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2025,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2026,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2027,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2028,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2029,100,100,100,10,10,10,10
bau,World,WLD,ecological,biodiversity breakdown,extinction1900,bio2,2030,100,100,100,10,10,10,10
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2000,14.6,NA,NA,5.59,2.6118067978533093,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2001,14.709999999999999,NA,NA,5.59,2.631484794275492,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2002,14.82,NA,NA,5.59,2.6511627906976747,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2003,14.93,NA,NA,5.59,2.670840787119857,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2004,15.04,NA,NA,5.59,2.690518783542039,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2005,15.15,NA,NA,5.59,2.710196779964222,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2006,15.26,NA,NA,5.59,2.729874776386404,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2007,15.37,NA,NA,5.59,2.749552772808587,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2008,15.48,NA,NA,5.59,2.769230769230769,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2009,15.59,NA,NA,5.59,2.788908765652952,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2010,15.7,NA,NA,5.59,2.808586762075134,NA,NA
historical,World,WLD,ecological,biodiversity breakdown,hanppGtC,bio1,2011,15.81,NA,NA,5.59,2.828264758497317,NA,NA
