scenario,domain,dimension,indicator,date,value,BAU_low,BAU_high,boundary
bau,ecological,freshwater disruption,blueDev,2026,18.2,17.3956024151357,18.84439758486431,10.2
bau,ecological,freshwater disruption,blueDev,2027,18.2,17.3956024151357,18.84439758486431,10.2
bau,ecological,freshwater disruption,blueDev,2028,18.2,17.3956024151357,18.84439758486431,10.2
bau,ecological,freshwater disruption,blueDev,2029,18.2,17.3956024151357,18.84439758486431,10.2
bau,ecological,freshwater disruption,blueDev,2030,18.2,17.3956024151357,18.84439758486431,10.2
historical,ecological,land conversion,forestAreaMKM2,2000,39.21,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2001,39.16,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2002,39.11,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2003,39.06,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2004,39.01,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2005,38.96,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2006,38.91,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2007,38.87,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2008,38.82,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2009,38.77,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2010,38.72,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2011,38.68,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2012,38.64,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2013,38.59,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2014,38.55,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2015,38.51,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2016,38.46,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2017,38.41,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2018,38.37,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2019,38.32,NA,NA,47.9
historical,ecological,land conversion,forestAreaMKM2,2020,38.27,NA,NA,47.9
bau,ecological,land conversion,forestAreaMKM2,2021,38.223015920831415,NA,NA,47.9
bau,ecological,land conversion,forestAreaMKM2,2022,38.17603153974406,38.16940104271738,38.182662036770736,47.9
bau,ecological,land conversion,forestAreaMKM2,2023,38.12904715865671,38.1209312116687,38.137163105644724,47.9
bau,ecological,land conversion,forestAreaMKM2,2024,38.08206277756936,38.07269666023902,38.09142889489971,47.9
bau,ecological,land conversion,forestAreaMKM2,2025,38.03507839648201,38.02461272777397,38.04554406519004,47.9
bau,ecological,land conversion,forestAreaMKM2,2026,37.98809401539466,37.97663596778577,37.99955206300355,47.9
bau,ecological,land conversion,forestAreaMKM2,2027,37.9411096343073,37.92874055552049,37.953478713094114,47.9
bau,ecological,land conversion,forestAreaMKM2,2028,37.894125253219954,37.880909654735326,37.90734085170458,47.9
bau,ecological,land conversion,forestAreaMKM2,2029,37.847140872132606,37.83313156412979,37.86115018013542,47.9
bau,ecological,land conversion,forestAreaMKM2,2030,37.80015649104525,37.78539775910902,37.81491522298148,47.9
historical,ecological,biodiversity breakdown,extinction1900,2000,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2001,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2002,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2003,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2004,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2005,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2006,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2007,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2008,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2009,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2010,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2011,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2012,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2013,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2014,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2015,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2016,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2017,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2018,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2019,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2020,100,NA,NA,10
historical,ecological,biodiversity breakdown,extinction1900,2021,100,NA,NA,10
bau,ecological,biodiversity breakdown,extinction1900,2022,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2023,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2024,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2025,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2026,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2027,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2028,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2029,100,100,100,10
bau,ecological,biodiversity breakdown,extinction1900,2030,100,100,100,10
historical,ecological,biodiversity breakdown,hanppGtC,2000,14.6,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2001,14.709999999999999,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2002,14.82,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2003,14.93,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2004,15.04,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2005,15.15,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2006,15.26,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2007,15.37,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2008,15.48,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2009,15.59,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2010,15.7,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2011,15.81,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2012,15.92,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2013,16.03,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2014,16.14,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2015,16.25,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2016,16.36,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2017,16.47,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2018,16.580000000000002,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2019,16.69,NA,NA,5.59
historical,ecological,biodiversity breakdown,hanppGtC,2020,16.8,NA,NA,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2021,16.909999999999997,NA,NA,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2022,17.019999999999996,17.019999999999992,17.02,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2023,17.129999999999995,17.129999999999992,17.13,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2024,17.239999999999995,17.23999999999999,17.24,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2025,17.349999999999994,17.34999999999999,17.349999999999998,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2026,17.459999999999994,17.45999999999999,17.459999999999997,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2027,17.569999999999997,17.569999999999993,17.57,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2028,17.679999999999996,17.679999999999993,17.68,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2029,17.789999999999996,17.789999999999992,17.79,5.59
bau,ecological,biodiversity breakdown,hanppGtC,2030,17.899999999999995,17.89999999999999,17.9,5.59
historical,ecological,ozone depletion,totalOzone,2000,284.3,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2001,284.8,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2002,280.4,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2003,286.2,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2004,279.5,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2005,284.9,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2006,279,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2007,285.8,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2008,280.1,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2009,284,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2010,285.7,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2011,285.4,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2012,285.4,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2013,279.7,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2014,285.5,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2015,285.4,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2016,279.2,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2017,283.7,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2018,286.3,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2019,279.6,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2020,282,NA,NA,276
historical,ecological,ozone depletion,totalOzone,2021,284.6,NA,NA,276
bau,ecological,ozone depletion,totalOzone,2022,283.2501520832216,280.61684516569244,285.8834590007508,276
bau,ecological,ozone depletion,totalOzone,2023,283.2501520832216,280.61684515252097,285.8834590139223,276
bau,ecological,ozone depletion,totalOzone,2024,283.2501520832216,280.61684513934694,285.8834590270963,276
bau,ecological,ozone depletion,totalOzone,2025,283.2501520832216,280.6168451261754,285.88345904026784,276
bau,ecological,ozone depletion,totalOzone,2026,283.2501520832216,280.6168451129989,285.88345905344437,276
bau,ecological,ozone depletion,totalOzone,2027,283.2501520832216,280.61684509982734,285.8834590666159,276
bau,ecological,ozone depletion,totalOzone,2028,283.2501520832216,280.61684508665337,285.8834590797899,276
bau,ecological,ozone depletion,totalOzone,2029,283.2501520832216,280.61684507348184,285.8834590929614,276
bau,ecological,ozone depletion,totalOzone,2030,283.2501520832216,280.6168450603078,285.88345910613543,276
historical,social,food,foodInsecurity,2000,NA,NA,NA,0
historical,social,food,foodInsecurity,2001,NA,NA,NA,0
historical,social,food,foodInsecurity,2002,NA,NA,NA,0
historical,social,food,foodInsecurity,2003,NA,NA,NA,0
historical,social,food,foodInsecurity,2004,NA,NA,NA,0
historical,social,food,foodInsecurity,2005,NA,NA,NA,0
historical,social,food,foodInsecurity,2006,NA,NA,NA,0
historical,social,food,foodInsecurity,2007,NA,NA,NA,0
historical,social,food,foodInsecurity,2008,NA,NA,NA,0
historical,social,food,foodInsecurity,2009,NA,NA,NA,0
historical,social,food,foodInsecurity,2010,NA,NA,NA,0
historical,social,food,foodInsecurity,2011,NA,NA,NA,0
historical,social,food,foodInsecurity,2012,NA,NA,NA,0
historical,social,food,foodInsecurity,2013,NA,NA,NA,0
historical,social,food,foodInsecurity,2014,21.2,NA,NA,0
historical,social,food,foodInsecurity,2015,21.5,NA,NA,0
historical,social,food,foodInsecurity,2016,22.7,NA,NA,0
historical,social,food,foodInsecurity,2017,23.9,NA,NA,0
historical,social,food,foodInsecurity,2018,25,NA,NA,0
historical,social,food,foodInsecurity,2019,25.4,NA,NA,0
historical,social,food,foodInsecurity,2020,29.5,NA,NA,0
historical,social,food,foodInsecurity,2021,29.3,NA,NA,0
bau,social,food,foodInsecurity,2022,29.300019961759972,27.17681007083099,31.423229852688955,0
bau,social,food,foodInsecurity,2023,29.300019961759972,26.29317202485129,32.306867898668656,0
bau,social,food,foodInsecurity,2024,29.300019961759972,25.61214940897063,32.987890514549314,0
bau,social,food,foodInsecurity,2025,29.300019961759972,25.03552291330535,33.564517010214594,0
bau,social,food,foodInsecurity,2026,29.300019961759972,24.525302827582614,34.07473709593733,0
bau,social,food,foodInsecurity,2027,29.300019961759972,24.06203298172155,34.53800694179839,0
bau,social,food,foodInsecurity,2028,29.300019961759972,23.634171383298646,34.9658685402213,0
bau,social,food,foodInsecurity,2029,29.300019961759972,23.23420793931645,35.365831984203496,0
bau,social,food,foodInsecurity,2030,29.300019961759972,22.856933056212,35.743106867307944,0
historical,social,food,undernourishment,2000,13,NA,NA,0
historical,social,food,undernourishment,2001,13.1,NA,NA,0
historical,social,food,undernourishment,2002,13.3,NA,NA,0
historical,social,food,undernourishment,2003,13,NA,NA,0
historical,social,food,undernourishment,2004,12.9,NA,NA,0
historical,social,food,undernourishment,2005,12.3,NA,NA,0
historical,social,food,undernourishment,2006,11.5,NA,NA,0
historical,social,food,undernourishment,2007,10.5,NA,NA,0
historical,social,food,undernourishment,2008,10,NA,NA,0
historical,social,food,undernourishment,2009,9.8,NA,NA,0
historical,social,food,undernourishment,2010,8.6,NA,NA,0
historical,social,food,undernourishment,2011,8.3,NA,NA,0
historical,social,food,undernourishment,2012,8.2,NA,NA,0
historical,social,food,undernourishment,2013,7.9,NA,NA,0
historical,social,food,undernourishment,2014,7.8,NA,NA,0
historical,social,food,undernourishment,2015,8,NA,NA,0
historical,social,food,undernourishment,2016,7.8,NA,NA,0
historical,social,food,undernourishment,2017,7.6,NA,NA,0
historical,social,food,undernourishment,2018,7.7,NA,NA,0
historical,social,food,undernourishment,2019,8,NA,NA,0
historical,social,food,undernourishment,2020,9.3,NA,NA,0
historical,social,food,undernourishment,2021,9.8,NA,NA,0
bau,social,food,undernourishment,2022,10.518829391679565,10.067826415558898,10.969832367800233,0
bau,social,food,undernourishment,2023,11.217353903821472,10.404962551089577,12.029745256553367,0
bau,social,food,undernourishment,2024,11.91587841596338,10.675816365056388,13.155940466870373,0
bau,social,food,undernourishment,2025,12.614402928105287,10.890115051186674,14.3386908050239,0
bau,social,food,undernourishment,2026,13.312927440247194,11.054019176315128,15.57183570417926,0
bau,social,food,undernourishment,2027,14.011451952389102,11.171964334012081,16.850939570766123,0
bau,social,food,undernourishment,2028,14.709976464531008,11.2473645442667,18.17258838479532,0
bau,social,food,undernourishment,2029,15.408500976672915,11.282960632805061,19.534041320540773,0
bau,social,food,undernourishment,2030,16.10702548881482,11.281019081008115,20.93303189662153,0
historical,social,health,noUniversalHealth,2000,72,NA,NA,0
historical,social,health,noUniversalHealth,2001,71.4,NA,NA,0
historical,social,health,noUniversalHealth,2002,70.8,NA,NA,0
historical,social,health,noUniversalHealth,2003,70.2,NA,NA,0
historical,social,health,noUniversalHealth,2004,69.6,NA,NA,0
historical,social,health,noUniversalHealth,2005,69,NA,NA,0
historical,social,health,noUniversalHealth,2006,68.4,NA,NA,0
historical,social,health,noUniversalHealth,2007,67.8,NA,NA,0
historical,social,health,noUniversalHealth,2008,67.2,NA,NA,0
historical,social,health,noUniversalHealth,2009,66.6,NA,NA,0
historical,social,health,noUniversalHealth,2010,66,NA,NA,0
historical,social,health,noUniversalHealth,2011,65,NA,NA,0
historical,social,health,noUniversalHealth,2012,64,NA,NA,0
historical,social,health,noUniversalHealth,2013,63,NA,NA,0
historical,social,health,noUniversalHealth,2014,62,NA,NA,0
historical,social,health,noUniversalHealth,2015,61,NA,NA,0
historical,social,health,noUniversalHealth,2016,60,NA,NA,0
historical,social,health,noUniversalHealth,2017,59,NA,NA,0
historical,social,health,noUniversalHealth,2018,58.5,NA,NA,0
historical,social,health,noUniversalHealth,2019,58,NA,NA,0
historical,social,health,noUniversalHealth,2020,58,NA,NA,0
historical,social,health,noUniversalHealth,2021,58,NA,NA,0
bau,social,health,noUniversalHealth,2022,58.00267748866988,57.82025057131686,58.1851044060229,0
bau,social,health,noUniversalHealth,2023,58.00538494701477,57.59926128433215,58.411508609697385,0
bau,social,health,noUniversalHealth,2024,58.00809240535966,57.32900159114325,58.68718321957607,0
bau,social,health,noUniversalHealth,2025,58.01079986370455,57.01692275140423,59.004676976004866,0
bau,social,health,noUniversalHealth,2026,58.01350732204944,56.667904486482,59.35911015761688,0
bau,social,health,noUniversalHealth,2027,58.01621478039433,56.285446573890745,59.74698298689792,0
bau,social,health,noUniversalHealth,2028,58.01892223873922,55.872214313678995,60.16563016379945,0
bau,social,health,noUniversalHealth,2029,58.02162969708411,55.430324156589556,60.61293523757866,0
bau,social,health,noUniversalHealth,2030,58.024337155429,54.961509136884665,61.08716517397334,0
historical,social,health,under5death,2000,75.5,NA,NA,0
historical,social,health,under5death,2001,75.1,NA,NA,0
historical,social,health,under5death,2002,75.2,NA,NA,0
historical,social,health,under5death,2003,73.4,NA,NA,0
historical,social,health,under5death,2004,73.6,NA,NA,0
historical,social,health,under5death,2005,50.4,NA,NA,0
historical,social,health,under5death,2006,46.8,NA,NA,0
historical,social,health,under5death,2007,47,NA,NA,0
historical,social,health,under5death,2008,46.9,NA,NA,0
historical,social,health,under5death,2009,47.2,NA,NA,0
historical,social,health,under5death,2010,47.3,NA,NA,0
historical,social,health,under5death,2011,47.5,NA,NA,0
historical,social,health,under5death,2012,47.6,NA,NA,0
historical,social,health,under5death,2013,47.4,NA,NA,0
historical,social,health,under5death,2014,45.9,NA,NA,0
historical,social,health,under5death,2015,46.1,NA,NA,0
historical,social,health,under5death,2016,45.7,NA,NA,0
historical,social,health,under5death,2017,45.7,NA,NA,0
historical,social,health,under5death,2018,42.4,NA,NA,0
historical,social,health,under5death,2019,42.5,NA,NA,0
historical,social,health,under5death,2020,42.8,NA,NA,0
historical,social,health,under5death,2021,42.2,NA,NA,0
bau,social,health,under5death,2022,42.20006003934107,39.18983003510458,45.21029004357756,0
bau,social,health,under5death,2023,42.20006003934107,37.93722184962792,46.46289822905422,0
bau,social,health,under5death,2024,42.20006003934107,36.97196281943751,47.42815725924463,0
bau,social,health,under5death,2025,42.20006003934107,36.154780686072634,48.24533939260951,0
bau,social,health,under5death,2026,42.20006003934107,35.43180463418687,48.96831544449527,0
bau,social,health,under5death,2027,42.20006003934107,34.77544392179029,49.62467615689185,0
bau,social,health,under5death,2028,42.20006003934107,34.16933021582497,50.23078986285717,0
bau,social,health,under5death,2029,42.20006003934107,33.602812624611516,50.79730745407062,0
bau,social,health,under5death,2030,42.20006003934107,33.06850256986758,51.33161750881455,0
historical,social,education,adultLiteracy,2000,19.099999999999994,NA,NA,0
historical,social,education,adultLiteracy,2001,18.799999999999997,NA,NA,0
historical,social,education,adultLiteracy,2002,18.400000000000006,NA,NA,0
historical,social,education,adultLiteracy,2003,17.900000000000006,NA,NA,0
historical,social,education,adultLiteracy,2004,17.5,NA,NA,0
historical,social,education,adultLiteracy,2005,17.599999999999994,NA,NA,0
historical,social,education,adultLiteracy,2006,17.400000000000006,NA,NA,0
historical,social,education,adultLiteracy,2007,17.099999999999994,NA,NA,0
historical,social,education,adultLiteracy,2008,16.599999999999994,NA,NA,0
historical,social,education,adultLiteracy,2009,16.299999999999997,NA,NA,0
historical,social,education,adultLiteracy,2010,15.900000000000006,NA,NA,0
historical,social,education,adultLiteracy,2011,15.700000000000003,NA,NA,0
historical,social,education,adultLiteracy,2012,15.200000000000003,NA,NA,0
historical,social,education,adultLiteracy,2013,15,NA,NA,0
historical,social,education,adultLiteracy,2014,14.599999999999994,NA,NA,0
historical,social,education,adultLiteracy,2015,14.400000000000006,NA,NA,0
historical,social,education,adultLiteracy,2016,14,NA,NA,0
historical,social,education,adultLiteracy,2017,13.799999999999997,NA,NA,0
historical,social,education,adultLiteracy,2018,13.700000000000003,NA,NA,0
historical,social,education,adultLiteracy,2019,13.299999999999997,NA,NA,0
historical,social,education,adultLiteracy,2020,13.200000000000003,NA,NA,0
bau,social,education,adultLiteracy,2021,12.637352859419615,NA,NA,0
bau,social,education,adultLiteracy,2022,12.333225889052049,12.180002454932657,12.48644932317144,0
bau,social,education,adultLiteracy,2023,12.02909891868448,11.875875477669988,12.182322359698974,0
bau,social,education,adultLiteracy,2024,11.724971948316915,11.571748495044476,11.878195401589354,0
bau,social,education,adultLiteracy,2025,11.420844977949349,11.267621505523882,11.574068450374815,0
bau,social,education,adultLiteracy,2026,11.116718007581783,10.963494507575971,11.269941507587594,0
bau,social,education,adultLiteracy,2027,10.812591037214215,10.659367499668509,10.965814574759921,0
bau,social,education,adultLiteracy,2028,10.50846406684665,10.355240480269266,10.661687653424032,0
bau,social,education,adultLiteracy,2029,10.204337096479083,10.051113447846017,10.35756074511215,0
bau,social,education,adultLiteracy,2030,9.900210126111517,9.746986400866541,10.053433851356493,0
historical,social,education,secondarySchool,2000,63,NA,NA,0
historical,social,education,secondarySchool,2001,62,NA,NA,0
historical,social,education,secondarySchool,2002,61,NA,NA,0
historical,social,education,secondarySchool,2003,60,NA,NA,0
historical,social,education,secondarySchool,2004,60,NA,NA,0
historical,social,education,secondarySchool,2005,59,NA,NA,0
historical,social,education,secondarySchool,2006,58,NA,NA,0
historical,social,education,secondarySchool,2007,57,NA,NA,0
historical,social,education,secondarySchool,2008,56,NA,NA,0
historical,social,education,secondarySchool,2009,55,NA,NA,0
historical,social,education,secondarySchool,2010,53,NA,NA,0
historical,social,education,secondarySchool,2011,52,NA,NA,0
historical,social,education,secondarySchool,2012,50,NA,NA,0
historical,social,education,secondarySchool,2013,49,NA,NA,0
historical,social,education,secondarySchool,2014,48,NA,NA,0
historical,social,education,secondarySchool,2015,47,NA,NA,0
historical,social,education,secondarySchool,2016,46,NA,NA,0
historical,social,education,secondarySchool,2017,45,NA,NA,0
historical,social,education,secondarySchool,2018,44,NA,NA,0
historical,social,education,secondarySchool,2019,43,NA,NA,0
historical,social,education,secondarySchool,2020,42,NA,NA,0
historical,social,education,secondarySchool,2021,42,NA,NA,0
bau,social,education,secondarySchool,2022,41.18830984785266,40.72425126575017,41.652368429955146,0
bau,social,education,secondarySchool,2023,40.592206183305514,39.87201023396626,41.31240213264477,0
bau,social,education,secondarySchool,2024,39.99610251875838,38.96506680174057,41.027138235776185,0
bau,social,education,secondarySchool,2025,39.39999885421124,38.01494265656243,40.78505505186005,0
bau,social,education,secondarySchool,2026,38.8038951896641,37.02774957678812,40.580040802540076,0
bau,social,education,secondarySchool,2027,38.20779152511696,36.00734945082752,40.4082335994064,0
bau,social,education,secondarySchool,2028,37.61168786056982,34.95648355709403,40.26689216404562,0
bau,social,education,secondarySchool,2029,37.01558419602269,33.87724706931447,40.1539213227309,0
bau,social,education,secondarySchool,2030,36.41948053147554,32.771320944040156,40.06764011891093,0
historical,social,income and work,societalPoverty,2000,84,NA,NA,0
historical,social,income and work,societalPoverty,2001,84,NA,NA,0
historical,social,income and work,societalPoverty,2002,84,NA,NA,0
historical,social,income and work,societalPoverty,2003,84,NA,NA,0
historical,social,income and work,societalPoverty,2004,83,NA,NA,0
historical,social,income and work,societalPoverty,2005,83,NA,NA,0
historical,social,income and work,societalPoverty,2006,82,NA,NA,0
historical,social,income and work,societalPoverty,2007,81,NA,NA,0
historical,social,income and work,societalPoverty,2008,80,NA,NA,0
historical,social,income and work,societalPoverty,2009,80,NA,NA,0
historical,social,income and work,societalPoverty,2010,79,NA,NA,0
historical,social,income and work,societalPoverty,2011,79,NA,NA,0
historical,social,income and work,societalPoverty,2012,78,NA,NA,0
historical,social,income and work,societalPoverty,2013,77,NA,NA,0
historical,social,income and work,societalPoverty,2014,76,NA,NA,0
historical,social,income and work,societalPoverty,2015,76,NA,NA,0
historical,social,income and work,societalPoverty,2016,75,NA,NA,0
historical,social,income and work,societalPoverty,2017,74,NA,NA,0
historical,social,income and work,societalPoverty,2018,73,NA,NA,0
historical,social,income and work,societalPoverty,2019,73,NA,NA,0
historical,social,income and work,societalPoverty,2020,73,NA,NA,0
historical,social,income and work,societalPoverty,2021,74,NA,NA,0
bau,social,income and work,societalPoverty,2022,73.52380952380955,72.94951492543404,74.09810412218505,0
bau,social,income and work,societalPoverty,2023,73.0476190476191,72.23544383779885,73.85979425743933,0
bau,social,income and work,societalPoverty,2024,72.57142857142865,71.57672114852993,73.56613599432738,0
bau,social,income and work,societalPoverty,2025,72.0952380952382,70.9466488984872,73.2438272919892,0
bau,social,income and work,societalPoverty,2026,71.61904761904775,70.3348858579692,72.9032093801263,0
bau,social,income and work,societalPoverty,2027,71.1428571428573,69.73612841480073,72.54958587091386,0
bau,social,income and work,societalPoverty,2028,70.66666666666686,69.14722598007756,72.18610735325615,0
bau,social,income and work,societalPoverty,2029,70.1904761904764,68.56612577083592,71.81482661011688,0
bau,social,income and work,societalPoverty,2030,69.71428571428595,67.99140191915946,71.43716950941244,0
historical,social,income and work,youthNEET,2000,NA,NA,NA,0
historical,social,income and work,youthNEET,2001,NA,NA,NA,0
historical,social,income and work,youthNEET,2002,NA,NA,NA,0
historical,social,income and work,youthNEET,2003,NA,NA,NA,0
historical,social,income and work,youthNEET,2004,NA,NA,NA,0
historical,social,income and work,youthNEET,2005,24.26,NA,NA,0
historical,social,income and work,youthNEET,2006,23.77,NA,NA,0
historical,social,income and work,youthNEET,2007,23.3,NA,NA,0
historical,social,income and work,youthNEET,2008,22.91,NA,NA,0
historical,social,income and work,youthNEET,2009,22.87,NA,NA,0
historical,social,income and work,youthNEET,2010,22.45,NA,NA,0
historical,social,income and work,youthNEET,2011,22.14,NA,NA,0
historical,social,income and work,youthNEET,2012,21.83,NA,NA,0
historical,social,income and work,youthNEET,2013,22.03,NA,NA,0
historical,social,income and work,youthNEET,2014,22.03,NA,NA,0
historical,social,income and work,youthNEET,2015,22.19,NA,NA,0
historical,social,income and work,youthNEET,2016,22.35,NA,NA,0
historical,social,income and work,youthNEET,2017,22.54,NA,NA,0
historical,social,income and work,youthNEET,2018,22.73,NA,NA,0
historical,social,income and work,youthNEET,2019,22.87,NA,NA,0
historical,social,income and work,youthNEET,2020,24.91,NA,NA,0
historical,social,income and work,youthNEET,2021,23.75,NA,NA,0
bau,social,income and work,youthNEET,2022,23.873255705623432,23.22754585363533,24.518965557611534,0
bau,social,income and work,youthNEET,2023,23.873255705623432,23.022419320302685,24.72409209094418,0
bau,social,income and work,youthNEET,2024,23.873255705623432,22.857831968392755,24.88867944285411,0
bau,social,income and work,youthNEET,2025,23.873255705623432,22.716350456751755,25.03016095449511,0
bau,social,income and work,youthNEET,2026,23.873255705623432,22.590307605297586,25.15620380594928,0
bau,social,income and work,youthNEET,2027,23.873255705623432,22.475520504191596,25.270990907055268,0
bau,social,income and work,youthNEET,2028,23.873255705623432,22.3694094841274,25.377101927119465,0
bau,social,income and work,youthNEET,2029,23.873255705623432,22.270250643430334,25.47626076781653,0
bau,social,income and work,youthNEET,2030,23.873255705623432,22.17682441746568,25.569686993781183,0
historical,social,water,drinkingH2O,2000,38,NA,NA,0
historical,social,water,drinkingH2O,2001,38,NA,NA,0
historical,social,water,drinkingH2O,2002,37,NA,NA,0
historical,social,water,drinkingH2O,2003,37,NA,NA,0
historical,social,water,drinkingH2O,2004,37,NA,NA,0
historical,social,water,drinkingH2O,2005,37,NA,NA,0
historical,social,water,drinkingH2O,2006,36,NA,NA,0
historical,social,water,drinkingH2O,2007,36,NA,NA,0
historical,social,water,drinkingH2O,2008,36,NA,NA,0
historical,social,water,drinkingH2O,2009,35,NA,NA,0
historical,social,water,drinkingH2O,2010,34,NA,NA,0
historical,social,water,drinkingH2O,2011,33,NA,NA,0
historical,social,water,drinkingH2O,2012,33,NA,NA,0
historical,social,water,drinkingH2O,2013,32,NA,NA,0
historical,social,water,drinkingH2O,2014,31,NA,NA,0
historical,social,water,drinkingH2O,2015,30,NA,NA,0
historical,social,water,drinkingH2O,2016,29,NA,NA,0
