domain,dimension,indicator,indicatorCode,date,ratio,.fitted
social,education,adultLiteracy,edu1,2015,0.14400000000000002,0.14465151515151511
social,education,adultLiteracy,edu1,2016,0.14,0.1416294372294372
social,education,adultLiteracy,edu1,2017,0.138,0.1386073593073593
social,education,adultLiteracy,edu1,2018,0.137,0.13558528138528136
social,education,adultLiteracy,edu1,2019,0.133,0.13256320346320344
social,education,adultLiteracy,edu1,2020,0.132,0.1295411255411255
social,education,secondarySchool,edu2,2000,0.63,0.6373517786561261
social,education,secondarySchool,edu2,2001,0.62,0.6265217391304344
social,education,secondarySchool,edu2,2002,0.61,0.6156916996047428
social,education,secondarySchool,edu2,2003,0.6,0.6048616600790511
social,education,secondarySchool,edu2,2004,0.6,0.5940316205533593
social,education,secondarySchool,edu2,2005,0.5900000000000001,0.5832015810276677
social,education,secondarySchool,edu2,2006,0.5800000000000001,0.572371541501976
social,education,secondarySchool,edu2,2007,0.5700000000000001,0.5615415019762844
social,education,secondarySchool,edu2,2008,0.56,0.5507114624505927
social,education,secondarySchool,edu2,2009,0.55,0.5398814229249009
social,education,secondarySchool,edu2,2010,0.53,0.5290513833992093
social,education,secondarySchool,edu2,2011,0.52,0.5182213438735176
social,education,secondarySchool,edu2,2012,0.5,0.507391304347826
social,education,secondarySchool,edu2,2013,0.49,0.49656126482213425
social,education,secondarySchool,edu2,2014,0.48,0.4857312252964425
social,education,secondarySchool,edu2,2015,0.47,0.47490118577075086
social,education,secondarySchool,edu2,2016,0.45999999999999996,0.4640711462450592
social,education,secondarySchool,edu2,2017,0.44999999999999996,0.4532411067193675
social,education,secondarySchool,edu2,2018,0.43999999999999995,0.44241106719367584
social,education,secondarySchool,edu2,2019,0.43000000000000005,0.4315810276679841
social,education,secondarySchool,edu2,2020,0.42000000000000004,0.42075098814229245
social,education,secondarySchool,edu2,2021,0.42000000000000004,0.4099209486166008
social,income and work,societalPoverty,inWk1,2000,0.84,0.8516600790513834
social,income and work,societalPoverty,inWk1,2001,0.84,0.845527950310559
social,income and work,societalPoverty,inWk1,2002,0.84,0.8393958215697347
social,income and work,societalPoverty,inWk1,2003,0.84,0.8332636928289102
social,income and work,societalPoverty,inWk1,2004,0.83,0.8271315640880859
social,income and work,societalPoverty,inWk1,2005,0.83,0.8209994353472615
social,income and work,societalPoverty,inWk1,2006,0.8200000000000001,0.8148673066064371
social,income and work,societalPoverty,inWk1,2007,0.81,0.8087351778656127
social,income and work,societalPoverty,inWk1,2008,0.8,0.8026030491247883
social,income and work,societalPoverty,inWk1,2009,0.8,0.7964709203839639
social,income and work,societalPoverty,inWk1,2010,0.79,0.7903387916431396
social,income and work,societalPoverty,inWk1,2011,0.79,0.7842066629023152
social,income and work,societalPoverty,inWk1,2012,0.78,0.7780745341614907
social,income and work,societalPoverty,inWk1,2013,0.77,0.7719424054206664
social,income and work,societalPoverty,inWk1,2014,0.76,0.765810276679842
social,income and work,societalPoverty,inWk1,2015,0.76,0.7596781479390177
social,income and work,societalPoverty,inWk1,2016,0.75,0.7535460191981932
social,income and work,societalPoverty,inWk1,2017,0.74,0.7474138904573688
social,income and work,societalPoverty,inWk1,2018,0.73,0.7412817617165445
social,income and work,societalPoverty,inWk1,2019,0.73,0.7351496329757201
social,income and work,societalPoverty,inWk1,2020,0.73,0.7290175042348956
social,income and work,societalPoverty,inWk1,2021,0.74,0.7228853754940713
social,income and work,youthNEET,inWk2,2005,0.24260000000000004,0.22895882352941171
social,income and work,youthNEET,inWk2,2006,0.2376999999999999,0.2289367647058823
social,income and work,youthNEET,inWk2,2007,0.23299999999999998,0.2289147058823529
social,income and work,youthNEET,inWk2,2008,0.22909999999999997,0.22889264705882348
social,income and work,youthNEET,inWk2,2009,0.22870000000000001,0.22887058823529408
social,income and work,youthNEET,inWk2,2010,0.22450000000000003,0.22884852941176467
social,income and work,youthNEET,inWk2,2011,0.22140000000000004,0.22882647058823527
social,income and work,youthNEET,inWk2,2012,0.21829999999999994,0.22880441176470584
social,income and work,youthNEET,inWk2,2013,0.22030000000000005,0.22878235294117644
social,income and work,youthNEET,inWk2,2014,0.22030000000000005,0.22876029411764703
social,income and work,youthNEET,inWk2,2015,0.2219,0.22873823529411763
social,income and work,youthNEET,inWk2,2016,0.22349999999999992,0.22871617647058823
social,income and work,youthNEET,inWk2,2017,0.22539999999999993,0.2286941176470588
social,income and work,youthNEET,inWk2,2018,0.22730000000000006,0.2286720588235294
social,income and work,youthNEET,inWk2,2019,0.22870000000000001,0.22865
social,income and work,youthNEET,inWk2,2020,0.2491,0.2286279411764706
social,income and work,youthNEET,inWk2,2021,0.23750000000000004,0.2286058823529412
social,water,drinkingH2O,watr1,2000,0.38,0.39558441558441554
social,water,drinkingH2O,watr1,2001,0.38,0.3891688311688311
social,water,drinkingH2O,watr1,2002,0.37,0.38275324675324673
social,water,drinkingH2O,watr1,2003,0.37,0.3763376623376623
social,water,drinkingH2O,watr1,2004,0.37,0.3699220779220779
social,water,drinkingH2O,watr1,2005,0.37,0.36350649350649344
social,water,drinkingH2O,watr1,2006,0.36,0.35709090909090907
social,water,drinkingH2O,watr1,2007,0.36,0.35067532467532464
social,water,drinkingH2O,watr1,2008,0.36,0.3442597402597402
social,water,drinkingH2O,watr1,2009,0.35,0.33784415584415584
social,water,drinkingH2O,watr1,2010,0.33999999999999997,0.3314285714285714
social,water,drinkingH2O,watr1,2011,0.32999999999999996,0.325012987012987
social,water,drinkingH2O,watr1,2012,0.32999999999999996,0.31859740259740255
social,water,drinkingH2O,watr1,2013,0.31999999999999995,0.31218181818181817
social,water,drinkingH2O,watr1,2014,0.31000000000000005,0.30576623376623374
social,water,drinkingH2O,watr1,2015,0.30000000000000004,0.29935064935064937
social,water,drinkingH2O,watr1,2016,0.29000000000000004,0.29293506493506494
social,water,drinkingH2O,watr1,2017,0.28,0.2865194805194805
social,water,drinkingH2O,watr1,2018,0.27,0.2801038961038961
social,water,drinkingH2O,watr1,2019,0.26,0.2736883116883117
social,water,drinkingH2O,watr1,2020,0.26,0.2672727272727273
social,water,sanitation,watr2,2000,0.71,0.7288744588744592
social,water,sanitation,watr2,2001,0.71,0.7155108225108229
social,water,sanitation,watr2,2002,0.7,0.7021471861471865
social,water,sanitation,watr2,2003,0.69,0.6887835497835502
social,water,sanitation,watr2,2004,0.6799999999999999,0.6754199134199137
social,water,sanitation,watr2,2005,0.6699999999999999,0.6620562770562773
social,water,sanitation,watr2,2006,0.65,0.648692640692641
social,water,sanitation,watr2,2007,0.64,0.6353290043290046
social,water,sanitation,watr2,2008,0.63,0.6219653679653683
social,water,sanitation,watr2,2009,0.61,0.6086017316017318
social,water,sanitation,watr2,2010,0.6,0.5952380952380955
social,water,sanitation,watr2,2011,0.5900000000000001,0.5818744588744591
social,water,sanitation,watr2,2012,0.5700000000000001,0.5685108225108227
social,water,sanitation,watr2,2013,0.56,0.5551471861471864
social,water,sanitation,watr2,2014,0.54,0.5417835497835499
social,water,sanitation,watr2,2015,0.53,0.5284199134199137
social,water,sanitation,watr2,2016,0.51,0.5150562770562772
social,water,sanitation,watr2,2017,0.5,0.5016926406926409
social,water,sanitation,watr2,2018,0.48,0.4883290043290045
social,water,sanitation,watr2,2019,0.47,0.4749653679653681
social,water,sanitation,watr2,2020,0.45999999999999996,0.46160173160173174
social,energy,energyAccess,enrgy1,2000,0.21599999999999997,0.22212648221343875
social,energy,energyAccess,enrgy1,2001,0.21200000000000008,0.21575945793337098
social,energy,energyAccess,enrgy1,2002,0.20799999999999996,0.20939243365330323
social,energy,energyAccess,enrgy1,2003,0.19900000000000007,0.2030254093732355
social,energy,energyAccess,enrgy1,2004,0.19900000000000007,0.19665838509316771
social,energy,energyAccess,enrgy1,2005,0.19200000000000006,0.19029136081309994
social,energy,energyAccess,enrgy1,2006,0.18500000000000005,0.1839243365330322
social,energy,energyAccess,enrgy1,2007,0.17900000000000005,0.17755731225296445
social,energy,energyAccess,enrgy1,2008,0.17200000000000004,0.17119028797289668
social,energy,energyAccess,enrgy1,2009,0.17000000000000004,0.1648232636928289
social,energy,energyAccess,enrgy1,2010,0.16400000000000003,0.15845623941276116
social,energy,energyAccess,enrgy1,2011,0.15400000000000003,0.1520892151326934
social,energy,energyAccess,enrgy1,2012,0.14900000000000002,0.14572219085262564
social,energy,energyAccess,enrgy1,2013,0.14200000000000002,0.13935516657255786
social,energy,energyAccess,enrgy1,2014,0.137,0.13298814229249012
social,energy,energyAccess,enrgy1,2015,0.13,0.12662111801242237
social,energy,energyAccess,enrgy1,2016,0.118,0.1202540937323546
social,energy,energyAccess,enrgy1,2017,0.10999999999999999,0.11388706945228684
social,energy,energyAccess,enrgy1,2018,0.10099999999999998,0.10752004517221908
social,energy,energyAccess,enrgy1,2019,0.09799999999999998,0.10115302089215132
social,energy,energyAccess,enrgy1,2020,0.09499999999999997,0.09478599661208356
social,energy,energyAccess,enrgy1,2021,0.08599999999999997,0.08841897233201582
social,energy,energyIndoor,enrgy2,2000,0.51,0.5255335968379443
social,energy,energyIndoor,enrgy2,2001,0.5,0.5147035573122526
social,energy,energyIndoor,enrgy2,2002,0.5,0.503873517786561
social,energy,energyIndoor,enrgy2,2003,0.49,0.49304347826086925
social,energy,energyIndoor,enrgy2,2004,0.48,0.4822134387351776
social,energy,energyIndoor,enrgy2,2005,0.47,0.4713833992094859
social,energy,energyIndoor,enrgy2,2006,0.47,0.4605533596837942
social,energy,energyIndoor,enrgy2,2007,0.45999999999999996,0.4497233201581025
social,energy,energyIndoor,enrgy2,2008,0.44999999999999996,0.43889328063241084
social,energy,energyIndoor,enrgy2,2009,0.43999999999999995,0.4280632411067191
social,energy,energyIndoor,enrgy2,2010,0.43000000000000005,0.41723320158102745
social,energy,energyIndoor,enrgy2,2011,0.41000000000000003,0.4064031620553358
social,energy,energyIndoor,enrgy2,2012,0.4,0.39557312252964405
social,energy,energyIndoor,enrgy2,2013,0.39,0.3847430830039524
social,energy,energyIndoor,enrgy2,2014,0.38,0.3739130434782607
social,energy,energyIndoor,enrgy2,2015,0.36,0.363083003952569
social,energy,energyIndoor,enrgy2,2016,0.35,0.3522529644268773
social,energy,energyIndoor,enrgy2,2017,0.33999999999999997,0.34142292490118564
social,energy,energyIndoor,enrgy2,2018,0.32999999999999996,0.3305928853754939
social,energy,energyIndoor,enrgy2,2019,0.31000000000000005,0.31976284584980225
social,energy,energyIndoor,enrgy2,2020,0.30000000000000004,0.3089328063241106
social,energy,energyIndoor,enrgy2,2021,0.29000000000000004,0.29810276679841885
social,connectivity,internet,con2,2000,0.9465,0.9749201581027662
social,connectivity,internet,con2,2001,0.9319,0.9484961603613772
social,connectivity,internet,con2,2002,0.9085,0.9220721626199881
social,connectivity,internet,con2,2003,0.8918,0.8956481648785992
social,connectivity,internet,con2,2004,0.8735999999999999,0.8692241671372102
social,connectivity,internet,con2,2005,0.8440000000000001,0.8428001693958211
social,connectivity,internet,con2,2006,0.8270000000000001,0.8163761716544321
social,connectivity,internet,con2,2007,0.797,0.7899521739130431
social,connectivity,internet,con2,2008,0.772,0.7635281761716541
social,connectivity,internet,con2,2009,0.746,0.7371041784302651
social,connectivity,internet,con2,2010,0.7150000000000001,0.7106801806888761
social,connectivity,internet,con2,2011,0.69,0.684256182947487
social,connectivity,internet,con2,2012,0.665,0.657832185206098
social,connectivity,internet,con2,2013,0.6459999999999999,0.6314081874647091
social,connectivity,internet,con2,2014,0.625,0.6049841897233199
social,connectivity,internet,con2,2015,0.6,0.578560191981931
social,connectivity,internet,con2,2016,0.5700000000000001,0.5521361942405419
social,connectivity,internet,con2,2017,0.544,0.5257121964991529
social,connectivity,internet,con2,2018,0.51,0.4992881987577639
social,connectivity,internet,con2,2019,0.46299999999999997,0.47286420101637494
social,connectivity,internet,con2,2020,0.404,0.4464402032749859
social,connectivity,internet,con2,2021,0.374,0.42001620553359686
social,connectivity,publicTrans,con1,2020,0.484,0.484
social,housing,urbanSlums,hous,2000,0.31200000000000006,0.31443290043290056
social,housing,urbanSlums,hous,2001,0.3105,0.31041341991342003
social,housing,urbanSlums,hous,2002,0.30900000000000005,0.3063939393939395
social,housing,urbanSlums,hous,2003,0.30500000000000005,0.302374458874459
social,housing,urbanSlums,hous,2004,0.30099999999999993,0.2983549783549785
social,housing,urbanSlums,hous,2005,0.2965000000000001,0.29433549783549795
social,housing,urbanSlums,hous,2006,0.29200000000000004,0.2903160173160174
social,housing,urbanSlums,hous,2007,0.28700000000000003,0.2862965367965369
social,housing,urbanSlums,hous,2008,0.28200000000000003,0.28227705627705635
social,housing,urbanSlums,hous,2009,0.27749999999999997,0.27825757575757587
social,housing,urbanSlums,hous,2010,0.273,0.27423809523809534
social,housing,urbanSlums,hous,2011,0.268,0.2702186147186148
social,housing,urbanSlums,hous,2012,0.263,0.26619913419913427
social,housing,urbanSlums,hous,2013,0.25849999999999995,0.2621796536796538
social,housing,urbanSlums,hous,2014,0.254,0.25816017316017326
social,housing,urbanSlums,hous,2015,0.25,0.2541406926406927
social,housing,urbanSlums,hous,2016,0.246,0.2501212121212122
social,housing,urbanSlums,hous,2017,0.245,0.24610173160173165
social,housing,urbanSlums,hous,2018,0.2440000000000001,0.24208225108225115
social,housing,urbanSlums,hous,2019,0.243,0.23806277056277061
social,housing,urbanSlums,hous,2020,0.242,0.2340432900432901
social,equality,genderGapIndex,eqDi1,2005,0.355,0.34631372549019607
social,equality,genderGapIndex,eqDi1,2006,0.352,0.34400245098039217
social,equality,genderGapIndex,eqDi1,2007,0.34099999999999997,0.3416911764705882
social,equality,genderGapIndex,eqDi1,2008,0.33799999999999997,0.3393799019607843
social,equality,genderGapIndex,eqDi1,2009,0.33599999999999997,0.33706862745098043
social,equality,genderGapIndex,eqDi1,2010,0.33499999999999996,0.3347573529411765
social,equality,genderGapIndex,eqDi1,2011,0.32900000000000007,0.3324460784313726
social,equality,genderGapIndex,eqDi1,2012,0.32299999999999995,0.3301348039215687
social,equality,genderGapIndex,eqDi1,2013,0.32299999999999995,0.32782352941176474
social,equality,genderGapIndex,eqDi1,2014,0.31799999999999995,0.32551225490196084
social,equality,genderGapIndex,eqDi1,2015,0.31700000000000006,0.3232009803921569
social,equality,genderGapIndex,eqDi1,2016,0.31999999999999995,0.320889705882353
social,equality,genderGapIndex,eqDi1,2017,0.31999999999999995,0.3185784313725491
social,equality,genderGapIndex,eqDi1,2018,0.31400000000000006,0.31626715686274515
social,equality,genderGapIndex,eqDi1,2019,0.31599999999999995,0.31395588235294125
social,equality,genderGapIndex,eqDi1,2020,0.31900000000000006,0.3116446078431373
social,equality,genderGapIndex,eqDi1,2021,0.31700000000000006,0.3093333333333334
social,social cohesion,lifeSatisfaction,socCo1,2005,0.44799999999999995,0.44566666666666654
social,social cohesion,lifeSatisfaction,socCo1,2006,0.43700000000000006,0.44030392156862735
social,social cohesion,lifeSatisfaction,socCo1,2007,0.3490000000000001,0.4349411764705881
social,social cohesion,lifeSatisfaction,socCo1,2008,0.42000000000000004,0.4295784313725489
social,social cohesion,lifeSatisfaction,socCo1,2009,0.528,0.42421568627450973
social,social cohesion,lifeSatisfaction,socCo1,2010,0.588,0.4188529411764705
social,social cohesion,lifeSatisfaction,socCo1,2011,0.356,0.4134901960784313
social,social cohesion,lifeSatisfaction,socCo1,2012,0.3340000000000001,0.40812745098039205
social,social cohesion,lifeSatisfaction,socCo1,2013,0.392,0.40276470588235286
social,social cohesion,lifeSatisfaction,socCo1,2014,0.378,0.39740196078431367
social,social cohesion,lifeSatisfaction,socCo1,2015,0.40700000000000003,0.3920392156862744
social,social cohesion,lifeSatisfaction,socCo1,2016,0.353,0.38667647058823523
social,social cohesion,lifeSatisfaction,socCo1,2017,0.345,0.38131372549019604
social,social cohesion,lifeSatisfaction,socCo1,2018,0.33799999999999997,0.3759509803921568
social,social cohesion,lifeSatisfaction,socCo1,2019,0.373,0.3705882352941176
social,social cohesion,lifeSatisfaction,socCo1,2020,0.396,0.3652254901960784
social,social cohesion,lifeSatisfaction,socCo1,2021,0.405,0.35986274509803917
social,social cohesion,PalmaOver2_share,socCo2,2000,0.708,0.6944588744588744
social,social cohesion,PalmaOver2_share,socCo2,2001,0.713,0.6925653679653679
social,social cohesion,PalmaOver2_share,socCo2,2002,0.691,0.6906718614718614
social,social cohesion,PalmaOver2_share,socCo2,2003,0.688,0.6887783549783549
social,social cohesion,PalmaOver2_share,socCo2,2004,0.6699999999999999,0.6868848484848484
social,social cohesion,PalmaOver2_share,socCo2,2005,0.6759999999999999,0.684991341991342
social,social cohesion,PalmaOver2_share,socCo2,2006,0.673,0.6830978354978355
social,social cohesion,PalmaOver2_share,socCo2,2007,0.7090000000000001,0.681204329004329
social,social cohesion,PalmaOver2_share,socCo2,2008,0.6699999999999999,0.6793108225108225
social,social cohesion,PalmaOver2_share,socCo2,2009,0.6699999999999999,0.677417316017316
social,social cohesion,PalmaOver2_share,socCo2,2010,0.672,0.6755238095238095
social,social cohesion,PalmaOver2_share,socCo2,2011,0.659,0.673630303030303
social,social cohesion,PalmaOver2_share,socCo2,2012,0.6579999999999999,0.6717367965367965
social,social cohesion,PalmaOver2_share,socCo2,2013,0.692,0.66984329004329
social,social cohesion,PalmaOver2_share,socCo2,2014,0.642,0.6679497835497835
social,social cohesion,PalmaOver2_share,socCo2,2015,0.6859999999999999,0.666056277056277
social,social cohesion,PalmaOver2_share,socCo2,2016,0.652,0.6641627705627706
social,social cohesion,PalmaOver2_share,socCo2,2017,0.653,0.6622692640692641
social,social cohesion,PalmaOver2_share,socCo2,2018,0.653,0.6603757575757576
social,social cohesion,PalmaOver2_share,socCo2,2019,0.6540000000000001,0.6584822510822511
social,social cohesion,PalmaOver2_share,socCo2,2020,0.6970000000000001,0.6565887445887446
social,political voice,voiceAccount,poVo,2000,0.5129999999999999,0.5057114624505927
social,political voice,voiceAccount,poVo,2001,0.5189999999999999,0.5052281197063804
social,political voice,voiceAccount,poVo,2002,0.524,0.5047447769621681
social,political voice,voiceAccount,poVo,2003,0.5229999999999999,0.5042614342179558
social,political voice,voiceAccount,poVo,2004,0.5189999999999999,0.5037780914737435
social,political voice,voiceAccount,poVo,2005,0.492,0.5032947487295312
social,political voice,voiceAccount,poVo,2006,0.478,0.5028114059853189
social,political voice,voiceAccount,poVo,2007,0.481,0.5023280632411066
social,political voice,voiceAccount,poVo,2008,0.487,0.5018447204968943
social,political voice,voiceAccount,poVo,2009,0.493,0.501361377752682
social,political voice,voiceAccount,poVo,2010,0.484,0.5008780350084697
social,political voice,voiceAccount,poVo,2011,0.492,0.5003946922642574
social,political voice,voiceAccount,poVo,2012,0.499,0.4999113495200451
social,political voice,voiceAccount,poVo,2013,0.507,0.4994280067758328
social,political voice,voiceAccount,poVo,2014,0.495,0.4989446640316205
social,political voice,voiceAccount,poVo,2015,0.492,0.4984613212874082
social,political voice,voiceAccount,poVo,2016,0.496,0.4979779785431959
social,political voice,voiceAccount,poVo,2017,0.499,0.4974946357989836
social,political voice,voiceAccount,poVo,2018,0.504,0.4970112930547713
social,political voice,voiceAccount,poVo,2019,0.502,0.496527950310559
social,political voice,voiceAccount,poVo,2020,0.506,0.4960446075663467
social,political voice,voiceAccount,poVo,2021,0.509,0.4955612648221344
social,peace and justice,controlCorruption,peJu1,2000,0.825,0.8237351778656126
social,peace and justice,controlCorruption,peJu1,2001,0.823,0.8253404856013551
social,peace and justice,controlCorruption,peJu1,2002,0.821,0.8269457933370976
social,peace and justice,controlCorruption,peJu1,2003,0.8200000000000001,0.8285511010728401
social,peace and justice,controlCorruption,peJu1,2004,0.8270000000000001,0.8301564088085827
social,peace and justice,controlCorruption,peJu1,2005,0.8320000000000001,0.8317617165443252
social,peace and justice,controlCorruption,peJu1,2006,0.833,0.8333670242800677
social,peace and justice,controlCorruption,peJu1,2007,0.835,0.8349723320158102
social,peace and justice,controlCorruption,peJu1,2008,0.846,0.8365776397515527
social,peace and justice,controlCorruption,peJu1,2009,0.848,0.8381829474872953
social,peace and justice,controlCorruption,peJu1,2010,0.838,0.8397882552230378
social,peace and justice,controlCorruption,peJu1,2011,0.841,0.8413935629587803
social,peace and justice,controlCorruption,peJu1,2012,0.85,0.8429988706945228
social,peace and justice,controlCorruption,peJu1,2013,0.846,0.8446041784302654
social,peace and justice,controlCorruption,peJu1,2014,0.848,0.8462094861660079
social,peace and justice,controlCorruption,peJu1,2015,0.853,0.8478147939017504
social,peace and justice,controlCorruption,peJu1,2016,0.853,0.8494201016374929
social,peace and justice,controlCorruption,peJu1,2017,0.8520000000000001,0.8510254093732355
social,peace and justice,controlCorruption,peJu1,2018,0.848,0.852630717108978
social,peace and justice,controlCorruption,peJu1,2019,0.857,0.8542360248447205
social,peace and justice,controlCorruption,peJu1,2020,0.85,0.855841332580463
social,peace and justice,controlCorruption,peJu1,2021,0.847,0.8574466403162055
social,peace and justice,homicideOver5,peJu2,2000,0.2809999999999999,0.3002173913043478
social,peace and justice,homicideOver5,peJu2,2001,0.28200000000000003,0.2935516657255788
social,peace and justice,homicideOver5,peJu2,2002,0.2829999999999999,0.28688594014680974
social,peace and justice,homicideOver5,peJu2,2003,0.28200000000000003,0.28022021456804064
social,peace and justice,homicideOver5,peJu2,2004,0.2809999999999999,0.2735544889892716
social,peace and justice,homicideOver5,peJu2,2005,0.28200000000000003,0.26688876341050255
social,peace and justice,homicideOver5,peJu2,2006,0.2809999999999999,0.2602230378317335
social,peace and justice,homicideOver5,peJu2,2007,0.29400000000000004,0.2535573122529644
social,peace and justice,homicideOver5,peJu2,2008,0.279,0.24689158667419536
social,peace and justice,homicideOver5,peJu2,2009,0.21599999999999997,0.24022586109542632
social,peace and justice,homicideOver5,peJu2,2010,0.21299999999999997,0.23356013551665727
social,peace and justice,homicideOver5,peJu2,2011,0.19799999999999995,0.2268944099378882
social,peace and justice,homicideOver5,peJu2,2012,0.20900000000000007,0.22022868435911913
social,peace and justice,homicideOver5,peJu2,2013,0.20900000000000007,0.2135629587803501
social,peace and justice,homicideOver5,peJu2,2014,0.20799999999999996,0.20689723320158104
social,peace and justice,homicideOver5,peJu2,2015,0.17000000000000004,0.20023150762281197
social,peace and justice,homicideOver5,peJu2,2016,0.22499999999999998,0.1935657820440429
social,peace and justice,homicideOver5,peJu2,2017,0.22199999999999998,0.18690005646527386
social,peace and justice,homicideOver5,peJu2,2018,0.14700000000000002,0.1802343308865048
social,peace and justice,homicideOver5,peJu2,2019,0.1309999999999999,0.17356860530773574
social,peace and justice,homicideOver5,peJu2,2020,0.18400000000000005,0.1669028797289667
social,peace and justice,homicideOver5,peJu2,2021,0.18799999999999994,0.16023715415019762
